article_id,Date,Headline,Snippet,Article_Sentiment_Score,Number_of_Sentiment_Words,Average_Article_Sentiment
204,2025-06-26T07:48:46Z,Lowe Wealth Advisors LLC Buys 602 Shares of Apple Inc. (NASDAQ:AAPL),"Lowe Wealth Advisors LLC boosted its stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 16.0% during the 1st quarter, HoldingsChannel.com reports. The fund owned 4,369 shares of the iPhone makerâ€™s stâ€¦ [+6930 chars]",1,1,1
205,2025-06-26T07:15:00Z,Partnership Wealth Management LLC Sells 435 Shares of Apple Inc. (NASDAQ:AAPL),"Partnership Wealth Management LLC decreased its position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 9.3% during the first quarter, HoldingsChannel.com reports. The fund owned 4,239 shares of the iPâ€¦ [+5987 chars]",1,1,1
206,2025-06-26T19:00:02Z,Alibaba Just Released New AI Models for Apple. Does That Make AAPL Stock a Buy?,"Apple Inc logo on Apple store-by PhillDanze via iStock
For Apple (AAPL), artificial intelligence is the key to future-proofing its robust devices and services ecosystem. Yet in China, Apples second-â€¦ [+5085 chars]",2,2,1
207,2025-06-26T07:48:46Z,Apple Inc. (NASDAQ:AAPL) Shares Sold by Private Client Services LLC,"Private Client Services LLC lessened its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 17.1% during the 1st quarter, HoldingsChannel.com reports. The institutional investor owned 13,808 shareâ€¦ [+6946 chars]",1,1,1
208,2025-06-26T17:59:20Z,J.P. Morgan trims Apple stock target to $230 citing iPhone & Services weaknesses,"J.P. Morgan has lowered its Apple stock price target, warning that iPhone demand may be slowing down after a wave of early purchases and weaker interest in the upcoming models.
In a note to investorâ€¦ [+3413 chars]",-3,3,-1
209,2025-06-26T07:48:48Z,Apple Inc. (NASDAQ:AAPL) Shares Bought by Atlas Brown Inc.,"Atlas Brown Inc. raised its stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 0.8% in the 1st quarter, HoldingsChannel.com reports. The fund owned 76,008 shares of the iPhone makerâ€™s stock after purâ€¦ [+6893 chars]",1,1,1
210,2025-06-26T21:18:08Z,Apple Stock Gets Price-Target Cut On Mounting Challenges,"Investment bank JPMorgan on Thursday cut its price target on Apple (AAPL) stock, citing growing challenges for the iPhone maker.
Analyst Samik Chatterjee reiterated his overweight, or buy, rating onâ€¦ [+3656 chars]",-1,1,-1
211,2025-06-26T07:48:48Z,Apple Inc. (NASDAQ:AAPL) Shares Purchased by S.E.E.D. Planning Group LLC,"S.E.E.D. Planning Group LLC boosted its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.0% during the 1st quarter, HoldingsChannel.com reports. The institutional investor owned 64,092 shares â€¦ [+6809 chars]",1,1,1
212,2025-06-26T07:48:47Z,BTC Capital Management Inc. Has $47.37 Million Stock Position in Apple Inc. (NASDAQ:AAPL),"BTC Capital Management Inc. lifted its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 4.3% in the 1st quarter, HoldingsChannel reports. The firm owned 213,256 shares of the iPhone makerâ€™s stocâ€¦ [+5998 chars]",1,1,1
213,2025-06-26T07:48:47Z,Lantz Financial LLC Has $7.27 Million Stock Position in Apple Inc. (NASDAQ:AAPL),"Lantz Financial LLC reduced its position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.1% in the 1st quarter, according to its most recent filing with the SEC. The fund owned 32,744 shares of the iPâ€¦ [+6861 chars]",1,1,1
214,2025-06-26T07:48:47Z,"Spartan Planning & Wealth Management Sells 12,057 Shares of Apple Inc. (NASDAQ:AAPL)","Spartan Planning &amp; Wealth Management reduced its position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 44.2% in the first quarter, according to the company in its most recent filing witâ€¦ [+6982 chars]",1,1,1
215,2025-06-26T07:48:46Z,Fulcrum Capital LLC Trims Stock Holdings in Apple Inc. (NASDAQ:AAPL),"Fulcrum Capital LLC reduced its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 6.6% during the first quarter, HoldingsChannel reports. The institutional investor owned 149,509 shares of the iPâ€¦ [+6178 chars]",1,1,1
216,2025-06-26T16:01:02Z,Appleâ€™s massive buybacks canâ€™t hide flat growth,"Apple, before this year a standout long-term performer in equity markets, faces a valuation increasingly disconnected from its core fundamentals. Instead of innovation or significant growth driving iâ€¦ [+2498 chars]",3,3,1
217,2025-06-26T15:01:17Z,"Barclays bearish on Apple stock: iPhone is â€˜ex-growth,â€™ and Mac, iPad, Vision Pro are irrelevant","Apple CEO Tim Cook
Barclays most recent research report on Apple (AAPL), issued on June 24, 2025, from lead analyst Tim Long, maintains an Underweight rating with a price target of $173, despite Appâ€¦ [+2617 chars]",-1,3,-0.3333333333333333
219,2025-06-26T07:48:46Z,Apple Inc. (NASDAQ:AAPL) Holdings Lowered by Doliver Advisors LP,"Doliver Advisors LP lowered its holdings in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 0.5% during the first quarter, HoldingsChannel.com reports. The firm owned 25,783 shares of the iPhone â€¦ [+6647 chars]",1,1,1
220,2025-06-26T07:15:00Z,Summit Global Investments Trims Position in Apple Inc. (NASDAQ:AAPL),"Summit Global Investments reduced its position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 37.4% in the 1st quarter, HoldingsChannel reports. The firm owned 42,344 shares of the iPhone makâ€¦ [+6142 chars]",1,1,1
221,2025-06-26T15:45:33Z,"Deals: Rare offer on 1TB M4 MacBook Air at $200 off, Apple Solo Loops $15, all-black Ocean Band 20% off, more","Alongside the ongoing $100 price drop on the 512GB M4 Mac mini, today we spotted a rare deal on the 24GB M4 MacBook Air with the upgraded 1TB SSD at $200 off the list price. From there we move over tâ€¦ [+9497 chars]",1,1,1
222,2025-06-26T07:48:48Z,Apple Inc. (NASDAQ:AAPL) is LVM Capital Management Ltd. MIâ€™s Largest Position,"LVM Capital Management Ltd. MI reduced its position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 0.9% in the first quarter, Holdings Channel.com reports. The firm owned 390,913 shares of the iPhone mâ€¦ [+6797 chars]",1,1,1
223,2025-06-26T07:48:48Z,Apple Inc. (NASDAQ:AAPL) Position Raised by St. Louis Financial Planners Asset Management LLC,"St. Louis Financial Planners Asset Management LLC lifted its holdings in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 17.0% during the 1st quarter, according to its most recent Form 13F filingâ€¦ [+6970 chars]",1,1,1
224,2025-06-26T07:48:46Z,Legacy Solutions LLC Grows Position in Apple Inc. (NASDAQ:AAPL),"Legacy Solutions LLC increased its position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 3.2% during the first quarter, Holdings Channel reports. The institutional investor owned 3,481 sharâ€¦ [+6203 chars]",1,1,1
225,2025-06-26T07:36:51Z,"Blue Trust Inc. Grows Position in Apple Hospitality REIT, Inc. (NYSE:APLE)","Blue Trust Inc. boosted its stake in Apple Hospitality REIT, Inc. (NYSE:APLE â€“ Free Report) by 16.9% in the first quarter, HoldingsChannel reports. The institutional investor owned 9,934 shares of thâ€¦ [+5555 chars]",3,3,1
226,2025-06-26T22:54:06Z,"Apple Dropped $250 Million on Brad Pittâ€™s F1 Movie, Says Report","Apple is making its biggest attempt yet to break into blockbuster filmmaking with F1, its high-budget racing drama starring Brad Pitt. The company reportedly shelled out close to a whopping $250 millâ€¦ [+1905 chars]",0,2,0
227,2025-06-26T21:52:22Z,Patent troll lawsuit against Apple & Qualcomm will remain in Texas,"Apple and Qualcomm sought to transfer the patent troll case filed by Red Rock in 2021 to California, but their appeals have been denied by the U.S. District Judge and the Federal Circuit Court.
Applâ€¦ [+1430 chars]",-1,1,-1
228,2025-06-26T14:43:34Z,Apple (AAPL) Staring at â‚¬500 Fine in EU over App Store Restrictions,"Apple Inc. (NASDAQ:AAPL) is one of the 12 best-augmented reality stocks to buy, according to analysts. On June 23, Apple was locked in last-minute negotiations with Brussels over the changes it needeâ€¦ [+1276 chars]",1,1,1
229,2025-06-26T12:24:30Z,Here's What Apple's iPhone Could Look Like Every Year Through 2030,"Earlier this week, reputable display analyst Ross Young of Counterpoint Research reignited discussion around recent reports about the display changes we should expect for next year's iPhone 18 Pro, aâ€¦ [+2367 chars]",1,1,1
230,2025-06-26T19:41:31Z,Apple announces App Store changes to avoid EU â‚¬500M fine,"Apple Inc. announced changes to its App Store for developers to avoid a penalty of 500 million, as it was fined under the European Union's Digital Markets Act for applying so-called anti-steering rulâ€¦ [+68 chars]",0,2,0
231,2025-06-26T09:00:00Z,iPhone 17 Pro Launching in a Few Months With These 12 New Features,"Apple's next-generation iPhone 17 Pro and iPhone 17 Pro Max are around three months away, and there are plenty of rumors about the devices.
Apple is expected to launch the iPhone 17, iPhone 17 Air, â€¦ [+3380 chars]",-1,1,-1
233,2025-06-27T07:50:56Z,"PFG Investments LLC Buys 1,115 Shares of Apple Hospitality REIT, Inc. (NYSE:APLE)","PFG Investments LLC grew its stake in shares of Apple Hospitality REIT, Inc. (NYSE:APLE â€“ Free Report) by 9.2% in the 1st quarter, HoldingsChannel.com reports. The fund owned 13,216 shares of the reaâ€¦ [+5085 chars]",1,1,1
234,2025-06-27T03:06:19Z,Apple Stock Slips as JPMorgan Trims Price Target Over Weak iPhone Demand,Appleâ€™s stock slipped slightly on Thursday after JPMorgan lowered its 12-month price target for the company from $240 to $230. The investment bank cited weakening demand for the upcoming iPhone 17 anâ€¦ [+2280 chars],-2,2,-1
235,2025-06-27T07:41:04Z,Weinberger Asset Management Inc Acquires 594 Shares of Apple Inc. (NASDAQ:AAPL),"Weinberger Asset Management Inc increased its holdings in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 4.9% during the first quarter, according to its most recent Form 13F filing with the Secuâ€¦ [+6137 chars]",1,1,1
236,2025-06-27T07:40:52Z,"Investors Research Corp Buys 1,114 Shares of Apple Inc. (NASDAQ:AAPL)","Investors Research Corp lifted its stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 6.6% during the 1st quarter, Holdings Channel reports. The institutional investor owned 18,040 shares of the iPhoâ€¦ [+6777 chars]",1,1,1
237,2025-06-27T07:40:53Z,"J2 Capital Management Inc Has $644,000 Stock Holdings in Apple Inc. (NASDAQ:AAPL)","J2 Capital Management Inc cut its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 22.9% in the 1st quarter, Holdings Channel.com reports. The firm owned 2,901 shares of the iPhone makerâ€™s stockâ€¦ [+6527 chars]",1,1,1
238,2025-06-27T08:26:50Z,Asset Management Advisors LLC Acquires 87 Shares of Apple Inc. (NASDAQ:AAPL),"Asset Management Advisors LLC grew its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 0.3% during the first quarter, according to its most recent disclosure with the Securities &amp; Exchange â€¦ [+6309 chars]",1,1,1
239,2025-06-27T19:16:41Z,Analyst Highlights â€˜Urgent Risksâ€™ and Threats to Apple (AAPL) Fundamentals,"Laura Martin, Needham and Company senior internet and media analyst, recently explained on CNBC the rationale behind her downgrade of Apple Inc (NASDAQ:AAPL) stock that created a lot of buzz on Wall â€¦ [+2597 chars]",-3,3,-1
240,2025-06-27T08:26:49Z,Taylor & Morgan Wealth Management LLC Has $6.16 Million Stock Position in Apple Inc. (NASDAQ:AAPL),"Taylor &amp; Morgan Wealth Management LLC cut its position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.7% in the 1st quarter, Holdings Channel.com reports. The firm owned 27,746 shares of the iPhoâ€¦ [+6198 chars]",1,1,1
241,2025-06-27T06:53:01Z,Apple (NASDAQ:AAPL) Price Target Lowered to $230.00 at JPMorgan Chase & Co.,"Apple (NASDAQ:AAPL â€“ Free Report) had its price target reduced by JPMorgan Chase &amp; Co. from $245.00 to $230.00 in a research report sent to investors on Thursday morning, MarketBeat reports. JPMoâ€¦ [+6616 chars]",1,1,1
242,2025-06-27T08:26:49Z,Peoples Bank KS Purchases 445 Shares of Apple Inc. (NASDAQ:AAPL),"Peoples Bank KS boosted its position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 2.2% during the first quarter, according to its most recent disclosure with the Securities &amp; Exchange Câ€¦ [+6941 chars]",1,1,1
243,2025-06-27T08:26:49Z,"Meyer Handelman Co. Sells 4,992 Shares of Apple Inc. (NASDAQ:AAPL)","Meyer Handelman Co. cut its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 0.8% during the first quarter, according to the company in its most recent Form 13F filing with the SEC. The firm ownâ€¦ [+6977 chars]",1,1,1
244,2025-06-27T08:26:49Z,Apple Inc. (NASDAQ:AAPL) Shares Purchased by Aletheian Wealth Advisors LLC,"Aletheian Wealth Advisors LLC raised its stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 20.8% in the 1st quarter, according to its most recent 13F filing with the Securities and Exchange Commissiâ€¦ [+6912 chars]",1,1,1
245,2025-06-27T06:52:55Z,Kurv Yield Premium Strategy Apple (AAPL) ETF (NYSEARCA:AAPY) Stock Price Down 0.2% â€“ Hereâ€™s What Happened,"Kurv Yield Premium Strategy Apple (AAPL) ETF (NYSEARCA:AAPY â€“ Get Free Report)â€™s share price traded down 0.2% on Thursday . The company traded as low as $20.90 and last traded at $21.06. 3,412 sharesâ€¦ [+1742 chars]",1,1,1
246,2025-06-27T15:06:00Z,Apple's F1 Movie Burns $300 Millionâ€”Still Waiting On A Profit,"Apple, Inc. (NASDAQ:AAPL) is making a return to high-budget theatrical releases with the opening of its racing drama ""F1"" on Friday. The film's reported $300 million budget highlights both the companâ€¦ [+146 chars]",-1,1,-1
247,2025-06-27T12:30:48Z,Today in Apple history: Terrible quarter marks the end for Apple CEO Gil Amelio,"June 27, 1997: The last day of another disappointing quarter brings an end to CEO Gil Amelios 500 days running Apple.
The $56 million quarterly loss contributes to an overall deficit of $1.6 billionâ€¦ [+3242 chars]",-3,3,-1
248,2025-06-27T08:26:58Z,Apple Inc. (NASDAQ:AAPL) is Cascade Investment Advisors Inc.â€™s Largest Position,"Cascade Investment Advisors Inc. cut its position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.8% in the 1st quarter, Holdings Channel reports. The institutional investor owned 19,075 shares of theâ€¦ [+7070 chars]",1,1,1
249,2025-06-27T08:26:50Z,Apple Inc. (NASDAQ:AAPL) is Marion Wealth Managementâ€™s 10th Largest Position,"Marion Wealth Management grew its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 3.4% in the first quarter, Holdings Channel.com reports. The firm owned 37,643 shares of the iPhone makerâ€™s stoâ€¦ [+6771 chars]",1,1,1
250,2025-06-27T07:40:53Z,Highland Financial Advisors LLC Lowers Position in Apple Inc. (NASDAQ:AAPL),"Highland Financial Advisors LLC lessened its position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 8.2% in the first quarter, HoldingsChannel reports. The firm owned 6,321 shares of the iPhone makerâ€™â€¦ [+6634 chars]",1,1,1
253,2025-06-27T17:30:55Z,"Apple, Google told DeepSeek app is illegal in Germany","(Bloomberg/Karin Matussek) Apple Inc. and Googles Android have been warned by a top German privacy regulator that the Chinese AI service DeepSeek, available on their app stores, constitutes illegal câ€¦ [+146 chars]",-2,4,-0.5
255,2025-06-27T13:47:14Z,"Todayâ€™s best iOS app deals and freebies: Heroâ€™s Adventure, Warm Snow, Transport INC, more","It is now time for Friday mornings lineup of the best App Store deals. Alongside an ongoing $200 price drop on the 1TB 13-inch M4 MacBook Air, we are also featuring the same deal on the 15-incher thiâ€¦ [+759 chars]",1,1,1
259,2025-06-27T09:36:41Z,Apple's growth engine may be stalling â€“ and Wall Street is noticing,J.P. Morgan is now lowering its Apple stock price target and warning investors that iPhone sales may slow down and the interest in upcoming models may be weaker. The information was shared in a note â€¦ [+4375 chars],-3,3,-1
261,2025-06-27T13:45:58Z,Apple leaks another likely AirPods Pro 3 reference,"When are AirPods Pro 3 launching? Apples code keeps indicating a release happening soon, even as key analysts suggest we may have to wait longer than expected. Heres what the latest code leak revealeâ€¦ [+1504 chars]",-2,2,-1
262,2025-06-27T17:42:38Z,"Appleâ€™s M5 chip launches this fall, and these new products get it first","Earlier this year after the M4 MacBook Airs arrival, Apple successfully transitioned all of its most popular M-series products to the latest generation chip. But a new M5 chip is right around the corâ€¦ [+1896 chars]",1,3,0.3333333333333333
263,2025-06-28T07:54:50Z,Apple Inc. (NASDAQ:AAPL) Shares Bought by Advance Capital Management Inc.,"Advance Capital Management Inc. raised its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.2% in the 1st quarter, HoldingsChannel reports. The fund owned 34,297 shares of the iPhone makerâ€™s sâ€¦ [+6123 chars]",1,1,1
264,2025-06-28T07:54:50Z,Gunderson Capital Management Inc. Boosts Stock Position in Apple Inc. (NASDAQ:AAPL),"Gunderson Capital Management Inc. grew its stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.6% during the first quarter, Holdings Channel.com reports. The fund owned 8,058 shares of the iPhone maâ€¦ [+6205 chars]",1,1,1
265,2025-06-28T07:54:49Z,Apple Inc. (NASDAQ:AAPL) Shares Sold by Addenda Capital Inc.,"Addenda Capital Inc. lessened its position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.6% in the first quarter, according to the company in its most recent Form 13F filing with the Securities and â€¦ [+6854 chars]",1,1,1
266,2025-06-28T07:54:49Z,"Iowa State Bank Purchases 2,345 Shares of Apple Inc. (NASDAQ:AAPL)","Iowa State Bank grew its position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 3.0% during the 1st quarter, according to its most recent 13F filing with the SEC. The institutional investor owned 80,3â€¦ [+6019 chars]",1,1,1
267,2025-06-28T07:12:43Z,Apple Inc. (NASDAQ:AAPL) Shares Sold by Kaizen Financial Strategies,"Kaizen Financial Strategies decreased its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 3.1% in the first quarter, according to its most recent filing with the Securities and Exchange Commissâ€¦ [+6217 chars]",1,1,1
268,2025-06-28T00:20:00Z,"I think Apple stock is just plain out of favor right now, says Jim Cramer","'Mad Money' host Jim Cramer takes a look at what is happening with Apple's stock at the moment.
This story appeared on youtube.com, 2025-06-28 00:11:24.",0,2,0
269,2025-06-28T06:52:18Z,"iPhone 17 Base Model Will Not Look Too Different, But It Will Feature A Larger 6.3-Inch Display, 120Hz Panel, 24MP Front Camera, And A Surprising 8GB RAM Upgrade","Apple is making some drastic changes with its forthcoming iPhone 17 lineup, and this time around, the base model is also reported to come with a major change on the front. Currently, the base versionâ€¦ [+2281 chars]",-1,1,-1
270,2025-06-28T07:54:49Z,Apple Inc. (NASDAQ:AAPL) is Castle Rock Wealth Management LLCâ€™s 3rd Largest Position,"Castle Rock Wealth Management LLC decreased its holdings in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 14.0% during the 1st quarter, HoldingsChannel.com reports. The firm owned 54,276 sharesâ€¦ [+6840 chars]",1,1,1
271,2025-06-28T13:45:18Z,Apple iPhone 17: Key Design Upgrade Promised In New Leak,"Apples next big release, its thought, will be the iPhone 17 series in September (expected date here), and a new leak suggests that in at least one important way, the new regular iPhone will be differâ€¦ [+2113 chars]",-1,3,-0.3333333333333333
272,2025-06-28T15:00:08Z,The iPhone 17 Pro Max Just Leaked Its BIGGEST Upgrade Yet!,"The iPhone 17 series is set to raise the bar in mobile technology, offering a blend of advanced features and refined design. With innovations such as enhanced cooling systems, larger displays, and neâ€¦ [+6135 chars]",3,3,1
273,2025-06-28T03:52:34Z,"Stocks to Watch Friday: Nike, Lululemon Xiaomi, Apple","{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump end trade talks with Canada? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How did US-China trade deal imâ€¦ [+796 chars]",-1,3,-0.3333333333333333
274,2025-06-28T07:54:50Z,Apple Inc. (NASDAQ:AAPL) Position Lessened by Hoffman Alan N Investment Management,"Hoffman Alan N Investment Management trimmed its holdings in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 0.9% in the 1st quarter, Holdings Channel.com reports. The institutional investor owneâ€¦ [+6213 chars]",1,1,1
275,2025-06-28T13:30:00Z,INVESTOR DEADLINE: Apple Inc. (AAPL) Investors with Substantial Losses Have Opportunity to Lead Class Action Lawsuit - Robbins Geller,"SAN DIEGO, June 28, 2025 (GLOBE NEWSWIRE) -- The law firm of Robbins Geller Rudman &amp; Dowd LLP announces that purchasers or acquirers of Apple Inc. (NASDAQ: AAPL) securities between June 10, 2024 â€¦ [+5854 chars]",0,2,0
276,2025-06-28T11:46:00Z,AAPL INVESTOR DEADLINE: Apple Inc. Investors with Losses may have been Affected by Fraud â€“ Contact BFA Law by August 19 Court Deadline (NASDAQ:AAPL),"NEW YORK, June 28, 2025 (GLOBE NEWSWIRE) -- Leading securities law firm Bleichmar Fonti &amp; Auld LLP announces that a lawsuit has been filed against Apple Inc. (NASDAQ: AAPL) and certain of the Comâ€¦ [+3685 chars]",-1,3,-0.3333333333333333
277,2025-06-28T07:52:57Z,Financial Analysis: Apple (NASDAQ:AAPL) & Lenovo Group (OTCMKTS:LNVGY),"Lenovo Group (OTCMKTS:LNVGY â€“ Get Free Report) and Apple (NASDAQ:AAPL â€“ Get Free Report) are both large-cap computer and technology companies, but which is the better stock? We will compare the two bâ€¦ [+6434 chars]",2,2,1
278,2025-06-28T13:37:06Z,"Best of 9to5Toys â€“ All of this weekâ€™s best deals: iPhone 16 Pro, iPad Pro, Pixel Tablet, OLED Samsung AI Smart Monitor, more","Good morning and welcome to Best of 9to5Toys Weekly a one-stop shop for all of the weeks best deals on Apple gear, Samsung and Android tech, accessories for smartphones and Macs, intelligent householâ€¦ [+870 chars]",2,2,1
279,2025-06-28T11:13:00Z,"Score Apple Watch Series 10 for the summer at $100 off via Amazon today, deals from $299","After seeing just about all Apple Watch Series 10 configs drop $100 for Fathers Day before jumping back to full price, Amazon is now bringing back the savings on a number of different band options. Yâ€¦ [+2411 chars]",1,1,1
280,2025-06-28T18:24:06Z,When Is â€˜F1 The Movieâ€™ Streaming On Apple TV+? Hereâ€™s The Likely Release Timeline,"F1 The Movie
Â© 2024 Warner Bros. Entertainment Inc. All Rights Reserved. 
Get ready to start your engines. Brad Pitts Formula One film, F1: The Movie, raced into theaters on Friday, June 27. As an â€¦ [+4411 chars]",1,1,1
281,2025-06-28T19:00:00Z,"After years of using Things 3, iOS 26 could move me to Reminders","WWDC 2025 is in the rear-view mirror, and itâ€™d be fair to say there was plenty to get excited about, even with Apple (wisely) sidestepping its wider Apple Intelligence upgrades.
iPad getting true wiâ€¦ [+4042 chars]",4,4,1
282,2025-06-28T14:27:00Z,"ROSEN, RECOGNIZED INVESTOR COUNSEL, Encourages Apple Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action â€“ AAPL","NEW YORK, June 28, 2025 (GLOBE NEWSWIRE) -- 
WHY: Rosen Law Firm, a global investor rights law firm, announces the filing of a class action lawsuit on behalf of purchasers of securities of Apple Incâ€¦ [+3682 chars]",1,1,1
283,2025-06-28T06:00:00Z,Apple has already fixed iOS 26's biggest design crime,"The road to a new iOS release can be a bumpy one, with Apple's initial splashy announcement giving way to months of beta testing. As developers and impatient users alike pore over every design detailâ€¦ [+1520 chars]",-3,3,-1
286,2025-06-28T07:00:32Z,iPhone 17e: Is This Appleâ€™s BIGGEST Gamble?! (Crazy Leaks Inside),"The iPhone 17e, anticipated to launch between February and May 2026, is shaping up to be a noteworthy addition to Apples lineup. Positioned as a budget-friendly alternative, it continues the â€œEâ€ seriâ€¦ [+5138 chars]",0,4,0
287,2025-06-29T07:38:55Z,"Archer Investment Management LLC Buys 1,918 Shares of Apple Inc. (NASDAQ:AAPL)","Archer Investment Management LLC raised its stake in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 52.1% in the 1st quarter, HoldingsChannel.com reports. The firm owned 5,602 shares of the iPhoâ€¦ [+6016 chars]",1,1,1
288,2025-06-29T07:38:55Z,"Weybosset Research & Management LLC Sells 1,090 Shares of Apple Inc. (NASDAQ:AAPL)","Weybosset Research &amp; Management LLC cut its stake in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 30.4% in the first quarter, Holdings Channel reports. The firm owned 2,498 shares of the iâ€¦ [+6042 chars]",1,1,1
289,2025-06-29T07:38:56Z,High Net Worth Advisory Group LLC Has $13.09 Million Stock Holdings in Apple Inc. (NASDAQ:AAPL),"High Net Worth Advisory Group LLC reduced its position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 4.0% in the 1st quarter, Holdings Channel reports. The institutional investor owned 58,91â€¦ [+6728 chars]",3,3,1
290,2025-06-29T07:38:52Z,Arlington Financial Advisors LLC Grows Stock Position in Apple Inc. (NASDAQ:AAPL),"Arlington Financial Advisors LLC increased its holdings in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 5.2% during the 1st quarter, according to its most recent filing with the Securities andâ€¦ [+6155 chars]",1,1,1
291,2025-06-29T07:38:49Z,Apple Inc. (NASDAQ:AAPL) Shares Bought by Sarasin & Partners LLP,"Sarasin &amp; Partners LLP raised its holdings in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.5% in the first quarter, according to the company in its most recent Form 13F filing with the Sâ€¦ [+6852 chars]",1,1,1
293,2025-06-29T14:10:48Z,"The 2025 MacBook Air Now Costs as Much as a Budget Laptop, Amazon Clears Out Stock Before Prime Day","Amazon has released its first early Prime Day deals at the weekend, and the plus point is that they are available to everyone, not just Prime members. Among the highest demand picks is the 2025 13-inâ€¦ [+2439 chars]",1,1,1
294,2025-06-29T10:30:00Z,"If the iPhone 17 misses this display upgrade once again, I've had enough","As the mercury rises in the Northern Hemisphere, so does anticipation for the next iPhone, which weâ€™re currently calling the iPhone 17. But as temperatures increase, I also get hot under the collar.â€¦ [+3228 chars]",0,2,0
296,2025-06-29T13:03:41Z,A new Leaker Report claims that the iPhone 17 Proâ€™s Apple Logo Will Change Position. Hereâ€™s Why,"According to a new rumor report from Majin Bu, the iPhone 17 Pro will be repositioning the backside Apple logo. Currently located slightly off-center and below the camera module since the iPhone X, tâ€¦ [+4416 chars]",-1,1,-1
297,2025-06-29T14:20:00Z,"AAPL Investor Alert: A Securities Fraud Class Action Lawsuit Has Been Filed Against Apple Inc. (AAPL) - Contact Kessler Topaz Meltzer & Check, LLP","RADNOR, Pa., June 29, 2025 (GLOBE NEWSWIRE) -- The law firm of Kessler Topaz Meltzer &amp; Check, LLP (www.ktmc.com) informs investors that a securities class action lawsuit has been filed in the Uniâ€¦ [+3375 chars]",-1,1,-1
299,2025-06-29T22:26:04Z,"Kuo: Apple working on 7 head-mounted products, roadmap starts in 2025","In a blog post today, analyst Ming-Chi Kuo detailed his updated roadmap forecast for Apples headset and smart glasses markets. According to him, the company has at least seven head-worn devices in deâ€¦ [+3587 chars]",0,2,0
300,2025-06-29T07:38:56Z,Apple Inc. (NASDAQ:AAPL) Position Lowered by Shulman DeMeo Asset Management LLC,"Shulman DeMeo Asset Management LLC lessened its stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 0.2% during the 1st quarter, Holdings Channel.com reports. The institutional investor owned 63,638 sâ€¦ [+6108 chars]",1,1,1
301,2025-06-29T07:38:55Z,Apple Inc. (NASDAQ:AAPL) is Mitchell & Pahl Private Wealth LLCâ€™s Largest Position,"Mitchell &amp; Pahl Private Wealth LLC lowered its stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.3% during the first quarter, HoldingsChannel reports. The institutional investor owned 29,680 sâ€¦ [+6722 chars]",1,1,1
